,College Name,New_name
32534,Terna Public Charitable Trusts Terna College of Engineering Nerul Navi Mumbai ,Terna Public Charitable Trusts Terna College of Engineering Nerul Navi Mumbai 
32535,TES'S ARTS,TESS ARTS
32536,TES'S BHUSAWAL ARTS,TESS BHUSAWAL ARTS
32537,TES'S INSTITUTE OF MANAGEMENT & CAREER DEVELOPMENT,TESS INSTITUTE OF MANAGEMENT  CAREER DEVELOPMENT
32538,TES'S SMT.VIMALBAI UTTAMRAO PATIL ARTS&LATE DR.B.S.DESALE SCIENCE COLLEGE,TESS SMT.VIMALBAI UTTAMRAO PATIL ARTSLATE DR.B.S.DESALE SCIENCE COLLEGE
32539,Tetri Chandravansi College of Education,Tetri Chandravansi College of Education
32540,Tetso College ,Tetso College 
32541,Texcity Arts and Science College ,Texcity Arts and Science College 
32542,TEXCITY COLLEGE OF NURSING,TEXCITY COLLEGE OF NURSING
32543,Textile & Engineering Institute,Textile  Engineering Institute
32544,Tezpur College ,Tezpur College 
32545,Tezpur Law College ,Tezpur Law College 
32546,TEZPUR MEDICAL COLLEGE,TEZPUR MEDICAL COLLEGE
32547,TH RAJESH SINGH MAHAVIDHAYALYA,TH RAJESH SINGH MAHAVIDHAYALYA
32548,TH. HAR NARAYAN SINGH DEGREE COLLEGE,TH. HAR NARAYAN SINGH DEGREE COLLEGE
32549,Th. Ibotombi Institute of Teachers' Training Education ,Th. Ibotombi Institute of Teachers Training Education 
32550,TH. JAGESHWAR SINGH MANMOHAN SINGH MAHAVIDYALAYA,TH. JAGESHWAR SINGH MANMOHAN SINGH MAHAVIDYALAYA
32551,TH. TEJ SINGH DEGREE COLLEGE,TH. TEJ SINGH DEGREE COLLEGE
32552,TH. YUGRAJ SINGH MAHAVIDYALAYA,TH. YUGRAJ SINGH MAHAVIDYALAYA
32553,TH. YUGRAJ SINGH VIDHI MAHAVIDYALAYA,TH. YUGRAJ SINGH VIDHI MAHAVIDYALAYA
32554,TH.BIRI SINGH.DEGREE COLLEGE,TH.BIRI SINGH.DEGREE COLLEGE
32555,Thadomal Shahani Engineering College 32nd Road TPS III Bandra Mumbai 400 050 ,Thadomal Shahani Engineering College nd Road TPS III Bandra Mumbai   
32556,Thai Moogambigai Dental College and Hospital ,Thai Moogambigai Dental College and Hospital 
32557,Thakardevi T. DAV Institute of Physiotherapy & Reh. ,Thakardevi T. DAV Institute of Physiotherapy  Reh. 
32558,Thakral College of Technology,Thakral College of Technology
32559,Thakre College,Thakre College
32560,THAKUR AIDAL SINGH SMRITI KANYA MAHAVIDYALAYA TEHERA AGRA ,THAKUR AIDAL SINGH SMRITI KANYA MAHAVIDYALAYA TEHERA AGRA 
32561,Thakur Anant Singh college of Education ,Thakur Anant Singh college of Education 
32562,Thakur Baldev Singh Institute of Sciences & Technology ,Thakur Baldev Singh Institute of Sciences  Technology 
32563,Thakur College of Aviation Shaymnarayan Thakur Marg Thakur Villaige Samata Nagar Kandivli ,Thakur College of Aviation Shaymnarayan Thakur Marg Thakur Villaige Samata Nagar Kandivli 
32564,Thakur College of Education,Thakur College of Education
32565,Thakur College of Engineering & Technology Shaymnarayan Thakur Marg Thakur Villaige Samata Nagar Kandivli ,Thakur College of Engineering  Technology Shaymnarayan Thakur Marg Thakur Villaige Samata Nagar Kandivli 
32566,Thakur Dharma Singh College of Education ,Thakur Dharma Singh College of Education 
32567,Thakur Durgpal Singh Memorial B.Ed. College,Thakur Durgpal Singh Memorial B.Ed. College
32568,Thakur Education Trusts Thakur Ramnarayan College of Law Shyamnarayan Thakur Marg Thakur Village Kandivli,Thakur Education Trusts Thakur Ramnarayan College of Law Shyamnarayan Thakur Marg Thakur Village Kandivli
32569,Thakur Educational Trusts Thakur College of Science and Commerce Thakur Village W E Highway Kandivli East Mumbai 400 101 ,Thakur Educational Trusts Thakur College of Science and Commerce Thakur Village W E Highway Kandivli East Mumbai   
32570,Thakur Educational Trusts Thakur Institute of Management Studies Career Development and Research Thakur Village W. E. Highway Kandivli ,Thakur Educational Trusts Thakur Institute of Management Studies Career Development and Research Thakur Village W. E. Highway Kandivli 
32571,Thakur Educational Trusts Thakur Shyamnarayan College of Eduction & Research Thakur Village,Thakur Educational Trusts Thakur Shyamnarayan College of Eduction  Research Thakur Village
32572,Thakur Feran Singh Arts and Comm. Degree College,Thakur Feran Singh Arts and Comm. Degree College
32573,Thakur Jagannath Singh Mahavidyalaya Nuaaw,Thakur Jagannath Singh Mahavidyalaya Nuaaw
32574,Thakur Jagdev Chand Memorial Govt. College,Thakur Jagdev Chand Memorial Govt. College
32575,Thakur Jai Singh College of Information & Tech.,Thakur Jai Singh College of Information  Tech.
32576,THAKUR KRIPAL SINGH DEGREE COLLEGE,THAKUR KRIPAL SINGH DEGREE COLLEGE
32577,THAKUR MADAN SINGH COLLEGE BAL MANDIR COLONY,THAKUR MADAN SINGH COLLEGE BAL MANDIR COLONY
32578,THAKUR MATIVAR SINGH MAHAVIDYALAYA,THAKUR MATIVAR SINGH MAHAVIDYALAYA
32579,Thakur Nigamananda Mohavidyalaya,Thakur Nigamananda Mohavidyalaya
32580,THAKUR PANCHANAN MAHILA MAHAVIDYALAYA,THAKUR PANCHANAN MAHILA MAHAVIDYALAYA
32581,THAKUR SHIV PRATAP SINGH MAHAVIDYALAYA,THAKUR SHIV PRATAP SINGH MAHAVIDYALAYA
32582,Thakur Shivkumar Singh Memorial Engineering College,Thakur Shivkumar Singh Memorial Engineering College
32583,Thakur Shobha Singh Govt College,Thakur Shobha Singh Govt College
32584,Thakur Yugal Kishore Singh College,Thakur Yugal Kishore Singh College
32585,THAKURDEEN PATHAK MAHILA MAHAVIDYALAYA,THAKURDEEN PATHAK MAHILA MAHAVIDYALAYA
32586,THAKURDEEN PATHAK SMRITI MAHAVIDYALAYA,THAKURDEEN PATHAK SMRITI MAHAVIDYALAYA
32587,Thalapathy College of Education ,Thalapathy College of Education 
32588,Thambal Marik College ,Thambal Marik College 
32589,THAMIRABHARANI ENGINEERING COLLEGE,THAMIRABHARANI ENGINEERING COLLEGE
32590,THAMMI NAIDU DEGREE COLLEGE ,THAMMI NAIDU DEGREE COLLEGE 
32591,THAMMI NAIDU VIDYA DEGREE COLLEGE ,THAMMI NAIDU VIDYA DEGREE COLLEGE 
32592,THAMMINAIDU DEGREE & P.G. COLLEGE ,THAMMINAIDU DEGREE  P.G. COLLEGE 
32593,Thamna anchalik Degree College ,Thamna anchalik Degree College 
32594,Thanbeehul Islam Womens College,Thanbeehul Islam Womens College
32595,Thandra Paparaya College ,Thandra Paparaya College 
32596,Thandra Paparaya Institute of Science & Technology,Thandra Paparaya Institute of Science  Technology
32597,Thane Zilla Agri Shikshan Prasarak Mandals Pragati College of Arts and Commerce DNK Road Dattata Nagar Dombivli East Dist Thane 421 201 ,Thane Zilla Agri Shikshan Prasarak Mandals Pragati College of Arts and Commerce DNK Road Dattata Nagar Dombivli East Dist Thane   
32598,THANGAVELU COLLEGE OF SCIENCE AND MANAGEMENT ,THANGAVELU COLLEGE OF SCIENCE AND MANAGEMENT 
32599,Thangavelu Engineering College ,Thangavelu Engineering College 
32600,THANJAVUR MEDICAL COLLEGE,THANJAVUR MEDICAL COLLEGE
32601,Thanthai Hans Roever College,Thanthai Hans Roever College
32602,Thanthai Hans Roever College of Education ,Thanthai Hans Roever College of Education 
32603,THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY ,THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY 
32604,THANTHAI ROEVER COLLEGE OF NURSING,THANTHAI ROEVER COLLEGE OF NURSING
32605,THANTHAI ROEVER COLLEGE OF PHARMACY,THANTHAI ROEVER COLLEGE OF PHARMACY
32606,THANTHAI ROEVER COLLEGE OF PHYSIOTHERAPY,THANTHAI ROEVER COLLEGE OF PHYSIOTHERAPY
32607,THANTHAI ROEVER INSTITUTE OF AGRICULTURE AND RURAL DEVELOPMENT,THANTHAI ROEVER INSTITUTE OF AGRICULTURE AND RURAL DEVELOPMENT
32608,THAQVA AFZAL ULLAMA ARABIC COLLEGE,THAQVA AFZAL ULLAMA ARABIC COLLEGE
32609,Thar Co-Education College ,Thar CoEducation College 
32610,THASIAH COLLEGE OF NURSING,THASIAH COLLEGE OF NURSING
32611,THATAVARTHI IT & BUSINESS SCHOOL ,THATAVARTHI IT  BUSINESS SCHOOL 
32612,Thavathiru Kundrakudi Adigalar College of Education for Women ,Thavathiru Kundrakudi Adigalar College of Education for Women 
32613,Thavathiru Santhalinga Adigalar Arts,Thavathiru Santhalinga Adigalar Arts
32614,Thayaramma Women's College,Thayaramma Womens College
32615,THDC Institute of Hydropower Engineering & Technology ,THDC Institute of Hydropower Engineering  Technology 
32616,The Achara Peoples Association,The Achara Peoples Association
32617,THE ADARSH EDU.,THE ADARSH EDU.
32618,The Adoni Arts & Science College,The Adoni Arts  Science College
32619,The air quality monitoring and research laboratory of the municipal corp. ,The air quality monitoring and research laboratory of the municipal corp. 
32620,The All India Khilafat Committees College of Education Khilafat House 173-175 Motishah Lane Byculla Mumbai 400 027 ,The All India Khilafat Committees College of Education Khilafat House  Motishah Lane Byculla Mumbai   
32621,The Amalapuram Degree College ,The Amalapuram Degree College 
32622,THE AMERICAN COLLEGE ,THE AMERICAN COLLEGE 
32623,The Anjuman Imdadut Tulba Sansthas Arts,The Anjuman Imdadut Tulba Sansthas Arts
32624,The Anjuman-I-Islam College of Hotel & Tourism Management,The AnjumanIIslam College of Hotel  Tourism Management
32625,The Arts Integration Chitrakala Mahavidyalaya,The Arts Integration Chitrakala Mahavidyalaya
32626,The asiatic society of bombay town hall ,The asiatic society of bombay town hall 
32627,The B.P.C.As College of Physical Education Bharatiya Krida Mandir Naigaum Cross Road Wadala Mumbai 400 031 ,The B.P.C.As College of Physical Education Bharatiya Krida Mandir Naigaum Cross Road Wadala Mumbai   
32628,The Banda Navbharat Shikshan Prasarak Mandal's ,The Banda Navbharat Shikshan Prasarak Mandals 
32629,The Bangalore Gayana samaja ,The Bangalore Gayana samaja 
32630,The Bangalore Institute for Pharmacy ,The Bangalore Institute for Pharmacy 
32631,The Bangalore Social Social College of Nursing ,The Bangalore Social Social College of Nursing 
32632,The Bassein Gujarathi Education Societys Shah Khimchand Bhai Muljibhai College of Commerce Bazarpeth At Vasai Dist Thane 401 201 ,The Bassein Gujarathi Education Societys Shah Khimchand Bhai Muljibhai College of Commerce Bazarpeth At Vasai Dist Thane   
32633,The Berkley College,The Berkley College
32634,The Best College of Education ,The Best College of Education 
32635,The Bhowanipur Education Society College ,The Bhowanipur Education Society College 
32636,THE BHUSAWAL PEOPLES CHARI.SANSTHA'S DADASAHEB DEVIDAS N.BHOLE COLLEGE,THE BHUSAWAL PEOPLES CHARI.SANSTHAS DADASAHEB DEVIDAS N.BHOLE COLLEGE
32637,The Bombay flying Club Juhu Arodrome Juhu Mumbai 400 049 ,The Bombay flying Club Juhu Arodrome Juhu Mumbai   
32638,The bombay natural history society ,The bombay natural history society 
32639,The Bombay Salesian Societys Don Bosco Institute Technology at Premier Automobile Road Kurla ,The Bombay Salesian Societys Don Bosco Institute Technology at Premier Automobile Road Kurla 
32640,The Bombay St. Xaviers College Societys Xaviers Institute of Management Xaviers College 5 Mahapalika Marg Mumbai 400 001 ,The Bombay St. Xaviers College Societys Xaviers Institute of Management Xaviers College  Mahapalika Marg Mumbai   
32641,The Bombay Xavierian Corporation Pvt. Ltds College of Engineering Mahim Causeway Mahim Mumbai-400 016 ,The Bombay Xavierian Corporation Pvt. Ltds College of Engineering Mahim Causeway Mahim Mumbai  
32642,The Borivli Education Societys Matushree Pushpaben Valia College of Commerce Factory Lane M K High School Compound Borivli W Mumbai 400 092 ,The Borivli Education Societys Matushree Pushpaben Valia College of Commerce Factory Lane M K High School Compound Borivli W Mumbai   
32643,The Byramjee Jeejeebhoy Parsee Charitable Trust College of Commerce Opp Charni Road Rly Station 33 M Karve Road Mumbai 400 004 ,The Byramjee Jeejeebhoy Parsee Charitable Trust College of Commerce Opp Charni Road Rly Station  M Karve Road Mumbai   
32644,The Calcutta Anglo Gujarati College 195 ,The Calcutta Anglo Gujarati College  
32645,The Capitol College of Nursing ,The Capitol College of Nursing 
32646,The central testing laboratory of the textile comittee ,The central testing laboratory of the textile comittee 
32647,THE CEO NAGAR YUVAK SHIKSHAN SANSTHAS NEW HORIZON COLLEGE OF COMMERCE,THE CEO NAGAR YUVAK SHIKSHAN SANSTHAS NEW HORIZON COLLEGE OF COMMERCE
32648,THE CITY COLLEGE ,THE CITY COLLEGE 
32649,THE CNBS ARTS & BAP & DBV COMMERCE COLLEGE ,THE CNBS ARTS  BAP  DBV COMMERCE COLLEGE 
32650,The Cochin College,The Cochin College
32651,The Cooperative Medical College,The Cooperative Medical College
32652,The Corporate Gurus of Business School,The Corporate Gurus of Business School
32653,The D.C.M. Society of India Punes Dr.Babasaheb Ambedkar Commerce & Maharshi Vitthal Ramji Shinde Arts College,The D.C.M. Society of India Punes Dr.Babasaheb Ambedkar Commerce  Maharshi Vitthal Ramji Shinde Arts College
32654,THE DALE VIEW COLLEGE OF PHARMACY AND RESEARCH CENTRE ,THE DALE VIEW COLLEGE OF PHARMACY AND RESEARCH CENTRE 
32655,THE DARUL ULOOM JAMALIA ARABIC COLLEGE ,THE DARUL ULOOM JAMALIA ARABIC COLLEGE 
32656,The Deccan Muslim Eduction and Research Institute,The Deccan Muslim Eduction and Research Institute
32657,The East Kalyan Welfare Societys Model College of Science &Commerce East Kalyan Welfare Society Building Chinchpada Road Rajbhar Nagar Katemanivali Kalyan ,The East Kalyan Welfare Societys Model College of Science Commerce East Kalyan Welfare Society Building Chinchpada Road Rajbhar Nagar Katemanivali Kalyan 
32658,The East Point College of Higher Education,The East Point College of Higher Education
32659,THE EYE FOUNDATION,THE EYE FOUNDATION
32660,The foundation for medical research ,The foundation for medical research 
32661,THE FUTURE COMPUTER SCIENCE COLLEGE - JUNAGADH ,THE FUTURE COMPUTER SCIENCE COLLEGE  JUNAGADH 
32662,The Gokhale Education Societys College of Education and Research C/o R M Bhatt High School Parel Mumbai 400 012 ,The Gokhale Education Societys College of Education and Research Co R M Bhatt High School Parel Mumbai   
32663,THE GRADUATE SCHOOL COLLEGE FOR WOMEN,THE GRADUATE SCHOOL COLLEGE FOR WOMEN
32664,The Gurunanak Institute of Management Studies for MMS Degree Course At Matunga Mumbai 400 019 ,The Gurunanak Institute of Management Studies for MMS Degree Course At Matunga Mumbai   
32665,The Gurunanak Vidyak Societys College of Arts Science and Commerce Panjabi Colony Guru Tegh Bahadur Nagar Sion East Mumbai 400 037 ,The Gurunanak Vidyak Societys College of Arts Science and Commerce Panjabi Colony Guru Tegh Bahadur Nagar Sion East Mumbai   
32666,The Heritage Academy 213 ,The Heritage Academy  
32667,THE HINDU COLLEGE ,THE HINDU COLLEGE 
32668,THE HINDU COLLEGE - MBA ,THE HINDU COLLEGE  MBA 
32669,THE HNSB LTD SCIENCE COLLEGE MOTIPURA ,THE HNSB LTD SCIENCE COLLEGE MOTIPURA 
32670,THE HOMOEOPATHIC COLLEGE AND HOSPITAL OF MIHIJAM ,THE HOMOEOPATHIC COLLEGE AND HOSPITAL OF MIHIJAM 
32671,The Ideal Fine Arts Institute,The Ideal Fine Arts Institute
32672,The Indian College of Arts and Draftsmanship ,The Indian College of Arts and Draftsmanship 
32673,THE INSTITUTE FOR ACADEMIC EXCELLENCE ,THE INSTITUTE FOR ACADEMIC EXCELLENCE 
32674,The Institute of Certified Management Accountants of india ,The Institute of Certified Management Accountants of india 
32675,The Institute of Mathematical Sciences ,The Institute of Mathematical Sciences 
32676,THE INSTITUTE OF NEUROLOGICAL SCIENCES,THE INSTITUTE OF NEUROLOGICAL SCIENCES
32677,The Institute of Science Fort Mumbai 400 032 ,The Institute of Science Fort Mumbai   
32678,The Institute of Sciences Dr. B.N.Purandare Rural Development Institute ,The Institute of Sciences Dr. B.N.Purandare Rural Development Institute 
32679,The J B Sawant Education SocietysTikambhai Metha Commerce College At & Post Mangaon Dist Raigad 402 104 ,The J B Sawant Education SocietysTikambhai Metha Commerce College At  Post Mangaon Dist Raigad   
32680,The Janseva Shikshan Mandals Arts Commerce & Science College Shivle Taluka Murbad Dist Thane ,The Janseva Shikshan Mandals Arts Commerce  Science College Shivle Taluka Murbad Dist Thane 
32681,THE KANDIVALI EDCUATION SOCIETYâ€™S LAW COLLEGE,THE KANDIVALI EDCUATION SOCIETYS LAW COLLEGE
32682,The Kandivli Education Societys Bhanumati Kishandas Shroff of Arts andMaganlal Hargovinddas Shroff College of Commerce Shantilal Modi Road Kandivli West Mumbai 400 067 ,The Kandivli Education Societys Bhanumati Kishandas Shroff of Arts andMaganlal Hargovinddas Shroff College of Commerce Shantilal Modi Road Kandivli West Mumbai   
32683,The Karnataka College of Nursing ,The Karnataka College of Nursing 
32684,The Kavery College of Education ,The Kavery College of Education 
32685,The Kavery College of Education for Women ,The Kavery College of Education for Women 
32686,The Kavery College of Engineering ,The Kavery College of Engineering 
32687,The Kavery Engineering College ,The Kavery Engineering College 
32688,The Kelkar Education Trusts Vinayak Ganesh Vaze College of Arts Science and Commerce Mithagar Road Mulund East Mumbai 400 081 ,The Kelkar Education Trusts Vinayak Ganesh Vaze College of Arts Science and Commerce Mithagar Road Mulund East Mumbai   
32689,THE KNSB LTD ARTS & COMMERCE COLLEGE KHERALU ,THE KNSB LTD ARTS  COMMERCE COLLEGE KHERALU 
32690,The Konkan Gyanpeeths Uran College of Commerce and Arts Near Tahisil Office Uran Tal Uran Dist Raigad 400 702 ,The Konkan Gyanpeeths Uran College of Commerce and Arts Near Tahisil Office Uran Tal Uran Dist Raigad   
32691,The Konkan Muslim Education Societys G M Momin Womenss College Rais High School Campus Thana Road Bhiwandi Dist Thane 421 302 ,The Konkan Muslim Education Societys G M Momin Womenss College Rais High School Campus Thana Road Bhiwandi Dist Thane   
